date,JOHNSON CONTROLS INTERNATIONAL PLC,ALPHABET INC,AMGEN INC,AUTOZONE INC,BALL CORP,CHIPOTLE MEXICAN GRILL INC,COCA-COLA,EXXON MOBIL CORP,INTUITIVE SURGICAL INC,iShares Gold Trust,iShares Core S&P 500,iShares iBoxx $ Investment Grade Corporate Bond,iShares TIPS Bond,iShares Core S&P Mid-Cap ETF,iShares MSCI EAFE,iShares Russell 1000 Growth ETF,iShares Russell 1000 Growth ETF,iShares Core S&P Small-Cap ETF,iShares National Muni Bond ETF,Shares J.P. Morgan USD Emerging Markets Bond,iShares iBoxx $ High Yield Corporate Bond ETF,iShares MBS ETF ,iShares 3-7 Year Treasury Bond,iShares 1-3 Year Credit Bond,KELLOGG,MARATHON PETROLEUM CORP,NEWMONT MINING CORP,PAYPAL HOLDINGS INC,iShares 20+ Year Treasury Bond,iShares Core MSCI Emerging Markets
2019-05-29,37.542675,1116.459961,166.880981,1027.540039,60.103001,667.969971,47.528358,70.424484,471.929993,12.25,275.387512,117.23642,112.199699,180.857666,61.698929,118.638275,148.224701,73.491196,110.827751,106.327118,82.555115,104.784927,122.443298,83.156242,51.309818,48.049072,31.24431,110.080002,127.222328,47.083267
2019-05-30,38.210102,1117.949951,166.742889,1045.290039,60.639462,678,48.154121,70.239052,477.220001,12.33,276.006592,117.911316,112.573135,180.532104,61.931244,118.628479,148.928986,73.283684,110.89666,106.647392,82.729248,104.961815,122.709846,83.225296,50.619858,46.205185,31.728796,111.410004,128.316269,47.354244
2019-05-31,37.807686,1103.630005,164.434692,1027.109985,61.137398,659.969971,48.036789,69.067909,464.850006,12.51,272.498444,118.185188,113.280708,178.706955,61.369816,117.139374,147.004623,72.305374,111.093521,106.647392,82.129471,105.158348,123.302177,83.402847,51.631664,45.106693,32.717537,109.75,129.922699,47.538124
2019-06-03,38.278809,1036.22998,170.017792,1037.650024,61.794682,641.659973,48.867874,70.151207,458.269989,12.68,271.59436,118.549171,113.586082,179.880966,61.727966,118.177834,144.991013,72.680885,111.310509,106.607437,82.261635,105.4263,123.733376,83.559982,52.849762,46.224796,33.251461,105.519997,130.791718,47.896214
2019-06-04,38.818634,1053.050049,172.355576,1036.27002,62.830402,662.179993,48.887432,71.820084,474.429993,12.7,277.549438,118.588425,113.35878,184.488235,62.434589,120.440887,148.54213,74.657257,111.192154,107.250648,83.087654,105.288383,123.496017,83.500664,53.635635,47.558678,33.973248,108.730003,129.300522,47.992989
2019-06-05,38.730301,1042.219971,172.178024,1068.890015,64.184807,679.47998,49.650074,71.224762,485.059998,12.73,279.927521,118.509941,113.427971,185.139374,62.415237,121.087463,150.079636,74.489258,111.132957,107.591736,83.282013,105.327797,123.60482,83.540199,54.038391,46.77404,34.241299,110.769997,128.569717,47.683296
2019-06-06,38.720486,1044.339966,172.079391,1090.540039,65.389832,692.179993,50.256279,72.522766,485.23999,12.76,281.794647,118.735588,113.35878,185.938507,62.666904,121.832016,151.051727,74.321274,111.024467,108.00106,83.456932,105.377045,123.486122,83.490791,54.784969,47.176167,35.055386,111.779999,128.984512,47.731686
2019-06-07,38.386772,1066.040039,173.124969,1099.140015,65.628838,709.869995,50.34428,72.786278,499.040009,12.83,284.654266,119.265388,113.773827,186.84613,63.460648,122.410011,153.323257,74.805481,111.340096,108.654007,83.670731,105.593773,123.753151,83.579735,55.001087,46.087486,35.412785,114.019997,130.100449,48.089771
2019-06-10,38.092319,1080.380005,173.194031,1111.22998,66.047112,720.52002,50.236725,73.108345,509.720001,12.72,285.961243,118.83371,113.161148,187.852432,63.63488,122.80188,154.344955,75.339088,111.192154,108.51757,83.797066,105.317947,123.38723,83.500664,53.802631,46.764233,35.03553,115.620003,128.875854,48.593021
2019-06-11,38.151211,1078.719971,172.24707,1095.390015,66.166626,729.23999,50.18784,73.040024,506.559998,12.69,285.912109,118.94162,113.012909,188.020142,63.954315,122.782295,154.196152,75.171112,111.14283,108.371391,83.913681,105.298233,123.377335,83.471016,54.67691,46.852509,34.668194,114.599998,128.95488,49.076923
2019-06-12,38.799,1077.030029,173.21376,1106.77002,66.325958,737.73999,50.490936,72.249504,501.920013,12.76,285.263519,119.118225,113.072197,187.882019,63.480007,122.566765,153.878754,75.013,111.172424,108.283684,83.719315,105.465698,123.6147,83.540199,55.227024,46.067871,35.214233,114.5,129.053635,48.55431
2019-06-13,39.525322,1088.77002,174.308685,1113.949951,64.65287,732.289978,50.382545,72.883873,505.600006,12.83,286.570496,119.422386,113.111732,189.085663,63.538086,123.154572,154.57309,75.892487,111.211884,108.527313,83.913681,105.564217,123.842171,83.629158,55.610134,46.980011,35.293652,115.720001,129.498032,48.515602
2019-06-14,39.211243,1085.349976,173.687241,1119.869995,65.140862,740.590027,50.559914,72.561806,496.540009,12.83,286.206879,119.47142,112.933846,187.812958,63.07346,123.03701,154.23584,75.151352,111.241455,108.439613,83.855377,105.485405,123.822365,83.599495,55.62978,47.038853,35.670914,116.169998,129.823929,47.963959
2019-06-17,38.44566,1092.5,175.965836,1124.359985,65.051231,731.650024,50.126347,73.284004,507.149994,12.82,286.471863,119.530304,112.716446,187.869476,63.118946,122.834061,154.700378,75.221741,111.192154,108.488342,83.729042,105.446007,123.792717,83.559982,55.551193,47.774448,35.958824,117.160004,130.051056,48.08223
2019-06-18,38.926601,1103.599976,179.142075,1126,66.176575,732.539978,49.899708,73.918373,517.280029,12.88,289.151306,120.325012,113.180908,189.980576,63.959476,123.91777,156.411316,76.203285,111.320366,109.589584,84.312111,105.603622,123.871826,83.569855,54.519737,48.686588,35.750336,115.980003,130.702866,49.235657
2019-06-19,38.337696,1102.329956,180.286331,1122.650024,66.385719,736.349976,50.372692,73.508476,521.940002,12.97,289.932373,121.090286,113.83313,190.545532,64.355026,124.242882,156.968369,76.391663,111.330238,110.544662,84.710541,105.899147,124.23777,83.747734,54.087509,48.706203,36.097813,117.139999,130.890488,49.597328
2019-06-20,38.965858,1111.420044,181.578522,1128.199951,66.973282,738.799988,50.904797,74.767448,533.049988,13.29,292.681,121.747635,114.475471,191.695251,64.918671,125.316742,158.549988,76.907211,111.428879,111.041702,85.138123,106.05677,124.34655,83.78727,54.215214,50.952221,37.309017,118.790001,131.23613,50.34021
2019-06-21,39.608047,1121.880005,184.567352,1118.469971,66.803993,726.849976,50.796406,75.82148,527.22998,13.39,292.236115,121.306129,113.961601,190.535629,64.641792,125.49408,158.34108,76.2826,111.310509,109.959923,84.866028,105.751389,124.109192,83.747734,54.608147,51.648586,37.219666,116.209999,129.794296,50.134941
2019-06-24,39.953838,1115.52002,182.318329,1110.949951,66.903572,724.130005,51.160995,75.099274,525.799988,13.59,291.939484,121.610283,114.179008,189.088562,64.780235,124.942368,157.68457,75.429955,111.438736,110.174347,84.856308,105.879448,124.356445,83.797157,54.804619,50.608944,38.162815,116.5,130.7621,50.115391
2019-06-25,40.092159,1086.349976,181.933624,1097.829956,67.779953,733.219971,51.003334,74.435631,520.530029,13.62,289.111755,121.247269,113.981361,188.00824,64.394577,124.380806,155.446426,75.043282,111.458458,109.609085,84.49675,105.859749,124.494888,83.816917,53.566872,50.402977,37.66642,114.440002,131.166992,49.616875
2019-06-26,40.131676,1079.800049,180.680893,1086.599976,67.47123,727.48999,50.372692,74.757698,513.719971,13.48,288.785431,121.001991,113.872665,187.691055,64.473679,123.937477,155.625488,75.122589,111.359833,109.794266,84.457878,105.711975,124.109192,83.718094,52.505947,53.168816,37.994041,114.150002,130.327591,50.115391
2019-06-27,40.042759,1076.01001,181.519348,1084.079956,67.819786,724.119995,50.333279,73.996452,517.76001,13.48,289.971924,121.708405,114.090073,190.109436,64.631905,124.479332,156.351624,76.589951,111.537384,110.242554,84.691109,105.968109,124.34655,83.78727,52.250538,53.325741,37.805412,113.669998,131.246002,50.398861
2019-06-28,40.813381,1080.910034,181.775803,1099.469971,69.702011,732.880005,50.175613,74.786964,524.549988,13.5,291.425354,122.022354,114.129608,192.537704,64.99778,125.336449,156.510788,77.611153,111.547226,110.408226,84.720253,105.997658,124.376221,83.78727,52.623825,54.806744,38.1926,114.459999,131.157135,50.281559
2019-07-01,41.386406,1097.949951,183.817688,1098.790039,69.970901,725.390015,50.845673,74.718651,529.309998,13.25,293.96637,122.253586,113.89315,193.082825,65.304329,126.33149,158.460449,77.769783,111.427635,110.973724,84.745636,105.952232,124.270226,83.73381,52.437183,54.061337,37.636639,115.029999,130.850388,50.946247
2019-07-02,41.139412,1111.25,184.103729,1115.47998,71.265549,723.080017,51.220119,73.898857,529.52002,13.53,294.866119,122.588112,113.952744,192.527802,65.49221,126.33149,159.166702,77.323624,111.684616,111.169388,84.931107,106.159607,124.488174,83.783318,52.36842,53.443439,38.162815,116.169998,131.85965,50.828949
2019-07-03,41.327133,1121.579956,186.017365,1130.380005,71.952713,730.97998,51.338364,74.601547,537.179993,13.56,297.090729,122.922653,114.250809,194.311844,65.937195,127.316681,160.56929,77.759865,111.753792,111.472672,85.253204,106.228737,124.557518,83.803116,55.669071,53.276703,38.480503,117.68,132.799698,50.701878
2019-07-05,41.36665,1131.589966,183.413239,1130.310059,71.474686,739.539978,51.348221,74.298996,537.25,13.4,296.714996,121.84034,113.903099,194.450607,65.432877,127.247719,160.270859,78.067215,111.62532,110.895454,84.911575,106.090492,124.042366,83.634789,54.784969,53.816139,38.142956,117.160004,131.038376,50.349983
2019-07-08,41.188812,1116.349976,179.763535,1144.219971,70.309502,748.799988,51.239826,74.640587,533.159973,13.32,295.182465,121.673065,113.922943,192.567429,65.057114,126.696022,159.345764,77.244316,111.694511,110.738922,84.745636,106.01149,123.913589,83.5952,54.450974,53.296318,38.013901,116.949997,131.216507,50.086067
2019-07-09,41.149296,1124.829956,179.12236,1143.089966,70.628181,745.48999,50.835819,74.591782,528.27002,13.36,295.657074,121.417236,114.04216,192.626923,64.780235,126.666466,160.042084,77.145164,111.911934,110.474754,84.648033,105.942352,123.804611,83.565498,53.881218,53.590553,38.480503,118.370003,131.166992,49.919895
2019-07-10,40.833141,1140.47998,179.793121,1148.469971,70.140205,743.01001,51.062458,75.645813,532.280029,13.57,297.011627,121.692734,114.24086,192.50798,65.007668,126.912766,161.056702,77.353363,111.971245,110.650864,84.882286,106.120117,124.081985,83.714012,53.812454,53.924026,38.768414,119.639999,130.444687,50.379311
2019-07-11,40.833141,1144.209961,175.581146,1148.910034,70.857239,740.059998,51.279243,75.704361,536,13.46,297.535614,120.974464,113.883209,192.091705,64.987892,127.139359,161.365067,76.986534,111.822983,110.328011,84.716354,105.883118,123.784775,83.674408,53.635635,54.375187,38.996758,120.650002,128.703186,50.281559
2019-07-12,41.040615,1144.900024,172.552856,1164.709961,69.711967,750.849976,51.35807,75.762924,526.25,13.54,299.078033,121.092537,114.081917,194.064056,65.067001,127.76001,162.121048,77.660721,112.000893,110.553024,84.853012,106.001602,123.864044,83.684311,53.586517,54.414421,39.135746,120.120003,128.851593,50.310886
2019-07-15,41.317249,1150.339966,173.726685,1178.380005,69.004898,759.869995,51.367928,75.226151,527.75,13.54,299.048401,121.299164,114.370018,193.063004,65.126335,127.582695,162.419479,77.164993,111.971245,110.778046,84.911575,106.080612,124.002739,83.704102,54.028572,53.776909,38.887547,120.900002,129.593719,50.525928
2019-07-16,41.554367,1153.579956,175.05835,1180,68.785797,761.849976,51.377781,74.103806,515.559998,13.43,298.039886,121.043343,114.181252,193.122498,64.859337,127.267418,161.753021,77.244316,111.892159,110.719345,84.73587,105.991737,123.814529,83.674408,54.244682,54.61058,38.411011,119.709999,129.207825,50.418411
2019-07-17,40.566387,1146.349976,174.653915,1160,68.228104,752.559998,51.417194,73.664635,523.5,13.64,296.10202,121.682899,114.419685,191.655594,64.77034,126.213272,161.016907,76.669266,112.089844,110.846542,84.628502,106.228737,124.161255,83.753609,55.010906,53.266895,38.778347,118.809998,130.603012,50.222916
2019-07-18,40.675064,1146.329956,177.10022,1162.849976,70.608269,764.039978,51.269386,73.040024,536.630005,13.83,297.25882,121.968246,114.658134,192.389038,64.968109,126.893059,161.315338,76.817986,112.168915,111.051979,84.667549,106.357124,124.448555,83.852623,55.973595,54.29673,39.413727,119.870003,130.612915,50.64323
2019-07-19,40.823261,1130.099976,175.965836,1172.25,70.409088,746.52002,50.638744,73.186409,528.809998,13.65,295.528534,121.781288,114.479309,191.685333,64.780235,126.341347,160.151489,76.61969,112.119507,110.885651,84.521126,106.367004,124.220695,83.763512,55.580666,54.179035,39.006687,118.629997,130.306152,50.330437
2019-07-22,40.507107,1138.069946,173.499817,1175.160034,70.817406,742.51001,50.47123,73.264488,535.5,13.63,296.200867,122.155182,114.509117,191.606064,64.849457,126.311798,161.056702,76.510635,112.119507,111.277008,84.804199,106.337364,124.270226,83.773407,55.54137,54.15942,39.612289,118.690002,130.553543,50.35976
2019-07-23,40.566387,1146.209961,173.618179,1171.310059,71.484642,739.599976,53.53577,73.557274,537.789978,13.56,298.316742,122.22406,114.479309,193.637863,65.254883,127.316681,161.922119,77.22448,112.060188,111.619423,84.950615,106.367004,124.151352,83.753609,57.18187,54.640007,39.334305,120.220001,129.841095,50.379311
2019-07-24,40.902298,1137.810059,173.381454,1172.939941,71.733612,777.960022,52.993805,73.547523,543.039978,13.62,299.750397,122.568443,114.509117,196.44278,65.304329,127.996475,162.83728,78.523277,112.168915,111.873795,85.018944,106.446007,124.220695,83.773407,57.230991,56.513317,39.016613,121.300003,130.405106,50.379311
2019-07-25,40.625664,1132.119995,171.744003,1146.209961,70.996666,777.530029,52.294186,73.127861,531.690002,13.53,298.306854,122.174858,114.320343,194.500168,64.641792,127.474319,161.713226,77.670631,112.228226,111.707474,84.90181,106.386757,124.052277,83.723915,57.339046,55.414833,37.974186,115.120003,129.781723,50.017639
2019-07-26,40.704704,1250.410034,172.957291,1146.180054,71.843163,779.859985,53.378105,73.010742,527.630005,13.55,300.343597,122.342125,114.24086,196.403137,64.77034,128.1147,163.314743,78.463806,112.218323,111.648781,85.087273,106.327492,124.052277,83.73381,57.692688,55.748302,37.011177,115.489998,130.08847,50.086067
2019-07-29,40.41819,1239.410034,173.687241,1148.819946,71.982582,809.030029,53.200741,73.527992,529.609985,13.64,299.799805,122.26342,114.141518,195.451645,64.908783,127.976768,162.807434,78.067215,112.20845,111.638992,84.960381,106.327492,124.101799,83.73381,57.388165,55.081364,37.438076,111.449997,130.128036,49.958996
2019-07-30,40.773861,1225.140015,174.052216,1144.199951,72.48053,805.25,52.934685,73.537758,531.640015,13.69,299.068146,122.22406,114.31041,196.759949,64.157249,127.917648,162.290161,78.90995,112.366592,111.453102,84.99942,106.317619,124.131531,83.743713,57.525696,55.954269,37.457932,112.040001,130.444687,49.597328
2019-07-31,41.929794,1216.680054,184.04454,1123.040039,71.185883,795.530029,51.860619,72.571564,519.51001,13.52,295.854828,122.332298,114.489235,194.519974,63.732037,126.538383,160.469818,78.533203,112.366592,111.218307,84.853012,106.386757,124.181061,83.73381,57.1917,55.306946,36.25666,110.400002,131.493561,49.049938
2019-08-01,41.504967,1209.01001,183.472427,1102.819946,74.432465,790.429993,51.269386,70.717262,523.950012,13.83,293.175354,123.326874,114.907478,191.487106,63.554043,125.01133,159.614349,77.333542,112.669624,111.697502,84.81086,106.726303,125.093086,83.971855,62.506145,54.29673,36.882118,110.800003,134.105057,48.10178
2019-08-02,41.42593,1193.98999,184.675858,1096.119995,74.422516,792.210022,51.565006,70.024345,513.599976,13.79,291.099091,123.455154,114.987144,189.574219,62.990395,124.282295,157.933258,76.431313,112.788475,111.628761,84.683418,106.706505,125.192337,83.991692,62.280209,52.590145,36.643848,107.089996,135.34436,47.603268
2019-08-05,40.902298,1152.319946,179.033585,1062.920044,72.948601,780.210022,50.894947,68.589699,491.459991,13.98,282.348907,123.543945,115.385483,184.212189,61.418106,120.903076,152.750717,74.359177,113.095474,110.528969,83.801201,106.953987,125.867165,84.160309,60.659348,49.696804,37.150166,103.599998,137.684219,45.8829
2019-08-06,41.36665,1169.949951,181.953354,1082.26001,73.645714,790.609985,51.505882,69.253334,503.769989,14.1,286.115936,124.31356,115.813675,186.481888,61.833427,122.203537,155.138062,75.142418,113.164787,111.30471,84.34034,106.96389,125.966408,84.199982,60.570934,48.63755,37.716061,105.029999,138.78476,46.498714
2019-08-07,41.37653,1173.98999,181.045853,1074.77002,74.980202,795.049988,52.402576,68.804405,505.359985,14.3,286.392792,124.293831,115.873421,186.937805,62.070755,122.006493,155.834381,75.261398,113.451981,111.864433,84.330528,106.904488,125.956482,84.209908,60.413765,47.205589,39.066254,106.629997,138.83432,46.703983
2019-08-08,42.087872,1204.800049,182.712891,1088.170044,75.76696,814.049988,52.905121,70.639191,519.409973,14.39,291.949371,124.629318,116.172173,190.823044,62.673962,124.045853,159.305969,76.88739,113.511406,112.424149,84.663818,106.973785,125.926712,84.180153,61.38628,48.568893,39.006687,106.790001,139.13176,47.368671
2019-08-09,41.801361,1188.01001,193.583145,1088.660034,77.141273,817.900024,52.639065,69.13623,515.5,14.33,290.051025,124.264244,116.052673,188.315491,62.238857,123.169014,158.142136,75.935585,113.461891,112.365227,84.546188,106.845093,125.757996,84.130554,61.081753,47.460598,38.748558,104.82,138.854156,46.90926
2019-08-12,41.346886,1174.709961,202.983643,1072.660034,76.523819,812.820007,52.422287,68.800278,509.880005,14.46,286.541046,125.043724,116.520706,185.510574,61.744431,121.553299,156.2621,75.082947,113.828323,111.18689,84.252113,106.953987,126.174812,84.219833,60.531643,45.459778,38.182671,102.720001,141.749222,46.254345
2019-08-13,42.354626,1197.27002,203.319016,1081.280029,78.963745,816.960022,52.717899,69.650024,518,14.38,290.960663,124.945045,116.331505,187.601868,62.327858,122.883316,159.077194,75.86618,113.669853,111.029778,84.624619,106.755989,125.807617,84.120628,61.592567,46.244415,37.388439,106.040001,141.263397,46.831059
2019-08-14,41.010975,1164.290039,197.557297,1059.680054,76.533783,796.570007,52.215355,66.843872,500.459991,14.48,282.378571,125.310127,116.550591,182.150635,60.61713,119.484398,154.382065,73.635406,114.036278,110.882477,83.86982,106.775795,126.194664,84.229752,60.462883,43.772816,37.696205,103.269997,144.445984,45.579884
2019-08-15,41.040615,1167.26001,197.9944,1083.540039,77.679047,809.890015,53.082489,66.448639,499.869995,14.58,283.110199,125.92189,117.068405,181.833481,60.824787,119.710991,154.770004,73.357803,114.234344,111.324356,84.114876,107.122269,126.710709,84.408279,62.398087,44.528027,38.242237,104.949997,146.05217,45.86335
2019-08-16,41.821121,1177.599976,202.673309,1091.73999,79.302345,817.200012,53.614594,67.48613,495.450012,14.49,287.302368,126.148827,116.729828,185.708786,61.556545,121.573013,157.008148,74.993706,114.18483,111.962624,84.399155,107.043083,126.661095,84.398354,62.653492,45.332275,38.301807,106.160004,144.882233,46.488941
2019-08-19,42.127392,1198.449951,204.640228,1095.5,79.411888,820.309998,53.890503,68.622421,495.5,14.32,290.753052,125.734413,116.291664,187.403641,61.932316,122.84391,158.91803,75.767036,114.016472,111.510918,84.644218,107.023293,126.283981,84.309105,63.292011,46.891735,37.855053,107.669998,142.810074,46.645336
2019-08-20,41.860638,1182.689941,201.828918,1091.109985,78.864159,820.140015,53.092342,68.207428,497.829987,14.42,288.498749,126.464554,116.44104,185.956589,61.724651,121.740486,158.062561,75.142418,114.125404,111.540382,84.712837,107.112381,126.591621,84.368599,62.113205,46.336338,38.291878,107.370003,144.287369,46.743084
2019-08-21,42.38427,1191.25,202.593842,1087.969971,79.401932,827.51001,53.309128,68.889206,501.279999,14.36,290.861786,126.691498,116.321548,186.997269,62.159752,122.489235,159.674026,75.747215,113.976852,111.864433,85.075531,107.112381,126.353439,84.289261,62.231087,46.842148,38.252167,109.82,143.325653,47.173176
2019-08-22,41.623524,1189.530029,202.077271,1081.550049,79.431816,819.150024,53.693428,68.74099,500.269989,14.34,290.753052,126.227753,116.221954,187.215317,62.041088,122.59761,159.296036,75.539009,113.887733,111.923347,85.232361,107.052986,126.174812,84.249573,62.741905,46.50494,38.212456,108.769997,142.37384,46.567139
2019-08-23,40.793625,1151.290039,197.765915,1065.280029,77.87822,805.440002,52.954391,66.685776,484.579987,14.62,283.238739,126.691498,116.889153,182.130798,61.269775,119.642029,155.088333,73.228912,114.036278,111.97245,84.840271,107.231171,126.710709,84.388443,62.132854,45.38422,39.016613,106.040001,144.713699,45.931778
2019-08-26,41.090015,1168.890015,204.054138,1066.959961,78.435928,826.799988,53.742699,67.041489,491.089996,14.63,286.392792,126.70137,116.759705,183.667068,61.774097,120.676476,156.978317,73.913017,113.957047,111.874252,85.261772,107.003487,126.621399,84.34877,62.525791,45.661922,39.165531,107.660004,144.128723,46.12727
2019-08-27,41.485207,1167.839966,205.127014,1064.790039,78.694847,842.109985,53.920067,66.389359,495.019989,14.76,285.295288,127.382195,117.307404,181.546036,61.724651,119.986847,156.560516,72.981049,114.105606,112.188477,85.222557,107.181671,126.859581,84.378517,61.003166,44.957752,40.456158,107.449997,146.349609,46.195694
2019-08-28,42.028595,1171.02002,206.150208,1097.689941,78.943817,839.340027,54.304363,66.873512,501.25,14.73,287.223297,127.382195,117.536446,183.330078,61.724651,121.070557,157.296631,73.853531,114.214546,112.316124,85.428421,107.21138,126.889343,84.398354,61.405922,45.949543,40.575291,107.470001,146.537994,46.322769
2019-08-29,42.107632,1192.849976,205.61377,1113.709961,80.09906,843.640015,54.245239,67.614578,508.160004,14.62,290.960663,127.105911,117.606148,186.204361,62.258636,122.469528,159.425354,75.082947,114.095703,112.571442,85.516632,107.250969,126.760338,84.358688,61.847977,48.161228,39.82077,109.209999,145.982773,46.860382
2019-08-30,42.176788,1188.099976,207.242935,1101.689941,80.22876,838.419983,54.23539,67.663986,511.339996,14.56,290.950745,127.086189,117.158028,186.501709,62.505852,122.735535,159.087128,74.934219,114.0858,112.94458,85.438217,107.409355,126.780182,84.388443,62.254414,48.805889,39.602356,109.050003,146.022415,47.182953
2019-09-03,41.504967,1168.390015,204.163406,1102.829956,79.74984,827.869995,54.491585,67.743027,493.940002,14.79,289.111755,126.966469,117.017555,184.212189,62.387188,122.341454,157.784027,73.903107,114.127472,113.203766,85.193085,107.493721,127.053551,84.454018,63.146595,49.232357,40.098751,106.75,146.211151,46.899483
2019-09-04,41.890278,1181.410034,204.95813,1122.719971,80.597923,838.280029,54.954716,68.464333,496.220001,14.88,292.423981,127.203934,117.306488,186.551254,63.267273,123.641914,159.445221,74.656616,114.127472,113.913322,85.370293,107.64257,127.262321,84.523567,62.789722,50.24398,40.724209,108.730003,146.429642,47.710793
2019-09-05,42.334866,1211.380005,206.279343,1134.540039,78.532593,838.109985,54.314217,69.432648,508.170013,14.53,296.250305,126.273903,116.778435,189.782364,63.603489,125.021187,161.852493,76.114044,113.839729,113.30233,85.705002,107.384552,126.586334,84.334785,62.294067,52.049034,39.056324,111.459999,143.777756,48.258179
2019-09-06,42.305229,1204.930054,206.35881,1143.339966,78.12352,836.320007,54.422607,70.084785,505.26001,14.41,296.448059,126.729019,116.878059,189.603958,63.811146,125.297043,161.673431,75.905846,113.839729,113.706375,85.783745,107.394485,126.63604,84.344719,63.662079,52.03912,38.381229,110.050003,144.800766,48.434124
2019-09-09,42.374386,1204.410034,201.004395,1127.189941,74.900795,839.650024,53.722988,70.638115,496.690002,14.34,296.586456,125.799011,116.280281,191.189758,63.999031,126.370911,160.420074,77.065849,113.522202,112.770157,85.87236,107.473877,126.248352,84.255302,63.612511,53.140003,37.785557,105.43,142.228348,48.561199
2019-09-10,42.453426,1206,195.570496,1152.550049,71.727966,787.97998,53.604744,71.211205,502.299988,14.22,296.566711,124.740379,115.61274,192.329575,64.107811,127.021126,159.614349,78.027557,113.293991,111.932487,85.92157,107.057076,125.701607,84.116203,62.383286,54.032612,37.884834,103.050003,139.735397,48.590519
2019-09-11,43.589596,1220.170044,194.547302,1156.920044,71.717987,799.210022,53.969337,71.072868,522.820007,14.31,298.712219,124.641441,115.483223,194.876785,64.463799,128.006317,160.738388,79.584145,112.966545,112.050743,85.91172,107.146393,125.62207,84.116203,63.235813,53.665649,38.582348,104.019997,139.487076,48.961964
2019-09-12,43.767433,1234.25,192.719452,1129.069946,73.194649,805.450012,54.304363,71.122276,523.119995,14.33,299.661377,124.473244,115.393555,194.807419,64.839561,128.252625,161.404846,79.584145,112.907005,112.267548,85.960953,107.146393,125.433197,84.096336,63.146595,52.753204,38.52256,107.099998,138.573318,49.294308
2019-09-13,43.767437,1239.560059,194.179749,1149.26001,72.566071,787.859985,53.8577,71.774406,523.219971,14.22,299.453766,123.355247,114.716057,194.936249,65.205444,128.321579,160.947296,79.713036,112.490288,110.976547,85.803436,106.878448,124.777107,83.957237,62.799633,52.852386,38.4827,107,135.613525,49.538677
2019-09-16,43.43948,1231.300049,192.79892,1130.660034,72.037262,799.869995,53.559925,72.851425,523.640015,14.34,298.573822,123.978546,115.403526,195.11467,64.622009,128.193512,160.420074,79.980728,112.311676,111.449593,86.108612,107.106689,125.095215,84.026779,63.225899,51.97961,38.343197,106.519997,137.341736,49.17701
2019-09-17,43.588551,1229.150024,195.421494,1156,74.830956,825.75,53.837852,72.298096,530.169983,14.36,299.295563,124.295151,115.552971,194.420883,64.839561,128.1147,161.295425,79.802261,112.440659,111.804367,86.157829,107.146393,125.274147,84.066521,63.592686,52.971397,39.459217,107.5,138.086639,49.147682
2019-09-18,43.837006,1232.410034,193.752579,1162.530029,74.342064,834.969971,53.827923,71.952263,530.77002,14.27,299.513092,124.601868,115.194298,194.024414,64.760452,128.124557,161.365067,79.366028,112.629189,111.814224,86.108612,107.186081,125.214508,84.016846,63.057377,53.318523,38.911171,105.599998,138.672653,48.942413
2019-09-19,43.757496,1238.709961,194.358551,1157.790039,74.112572,832.090027,54.115772,71.468109,529.450012,14.34,299.473541,124.958038,115.423439,193.618057,64.978004,127.947205,161.693329,78.850464,112.907005,112.306969,86.010185,107.156319,125.313911,84.026779,63.186249,53.477207,39.249962,106.120003,139.089798,48.727367
2019-09-20,43.638241,1229.930054,195.640045,1159.369995,73.673561,834.659973,53.510296,71.221085,531.159973,14.51,297.822388,125.818794,116.061081,192.914337,64.829674,127.602402,160.449921,78.582771,113.105461,112.80957,86.118462,107.235703,125.66185,84.116203,63.176334,54.647518,39.698364,104.639999,140.927246,48.795792
2019-09-23,43.966202,1234.030029,196.45462,1147.26001,74.312126,843.289978,53.73859,71.270485,527.960022,14.59,297.980591,125.729752,116.220505,193.320709,64.661568,127.720619,160.400192,78.642258,113.2146,112.553337,86.079086,107.275398,125.80101,84.165878,62.730244,55.321934,39.708328,105.110001,140.89743,48.883762
2019-09-24,43.191025,1218.76001,195.252609,1096.630005,74.551582,824.48999,53.897404,70.292282,541.460022,14.66,295.608826,126.125504,116.479546,191.248047,64.414352,126.831253,158.76445,77.652206,113.422981,111.833931,85.960953,107.384552,126.188713,84.255302,63.34486,55.024399,40.146767,103.690002,142.59584,48.395023
2019-09-25,43.429543,1246.52002,194.765839,1093.060059,73.334335,819.219971,53.768368,70.499779,545.01001,14.39,297.278107,125.413147,115.871788,193.468048,64.226463,127.436066,159.901489,78.687042,113.174919,111.50872,85.87236,107.205925,125.691673,84.146011,63.503464,59.656052,39.429325,104.139999,140.510101,48.336376
